amazon_product_url,author,description,publisher,title,oid,bestsellers_date.numberLong,published_date.numberLong,rank.numberInt,rank_last_week.numberInt,weeks_on_list.numberInt,price.numberDouble
http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db18c,2008-05-24,2008-06-08,2,1,3,25.99
http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman's happy marriage is shaken when she encounters an old boyfriend.,St. Martin's,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db18d,2008-05-24,2008-06-08,3,2,2,24.95
http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,"A Massachusetts state investigator and his team from ""At Risk"" confront a rogue association of municipal police departments.",Putnam,THE FRONT,5b4aa4ead3089013507db18e,2008-05-24,2008-06-08,4,0,1,22.95
http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,An aging porn queens aims to cap her career by having sex on film with 600 men in one day.,Doubleday,SNUFF,5b4aa4ead3089013507db18f,2008-05-24,2008-06-08,5,0,1,24.95
http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,A woman finds an unexpected love,"Little, Brown",SUNDAYS AT TIFFANY’S,5b4aa4ead3089013507db190,2008-05-24,2008-06-08,6,3,4,24.99
http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,Putnam,PHANTOM PREY,5b4aa4ead3089013507db191,2008-05-24,2008-06-08,7,4,3,26.95
http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Jimmy Buffett,A Southern family tries to hide its pet pig at a New York luxury hotel.,"Little, Brown",SWINE NOT?,5b4aa4ead3089013507db192,2008-05-24,2008-06-08,8,6,2,21.99
http://www.amazon.com/Where-Are-You-Now-Novel/dp/1416566384?tag=NYTBS-20,Elizabeth George,"In Cornwall, trying to recover from his wife's death, Detective Thomas Lynley becomes involved in a murder investigation.",Harper,CARELESS IN RED,5b4aa4ead3089013507db193,2008-05-24,2008-06-08,9,8,3,27.95
http://www.amazon.com/The-Whole-Truth-David-Baldacci/dp/0446539686?tag=NYTBS-20,David Baldacci,An intelligence agent and a journalist team up against a warmongering defense contractor.,Grand Central,THE WHOLE TRUTH,5b4aa4ead3089013507db194,2008-05-24,2008-06-08,10,7,5,26.99
http://www.amazon.com/Unaccustomed-Earth-Jhumpa-Lahiri/dp/0307265730?tag=NYTBS-20,James Frey,"A novel, set in Los Angeles, by the author of ""A Million Little Pieces.""",Harper,BRIGHT SHINY MORNING,5b4aa4ead3089013507db196,2008-05-24,2008-06-08,12,9,2,26.95
http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",Harper,THE ART OF RACING IN THE RAIN,5b4aa4ead3089013507db197,2008-05-24,2008-06-08,13,0,1,23.95
http://www.amazon.com/Twenty-Wishes-Blossom-Street-Books/dp/0778326314?tag=NYTBS-20,Debbie Macomber,A widow who owns a bookstore on Blossom Street compiles a list of things she always wanted to do.,Mira,TWENTY WISHES,5b4aa4ead3089013507db198,2008-05-24,2008-06-08,14,10,4,24.95
http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,Berkley,BLOOD NOIR,5b4aa4ead3089013507db19f,2008-05-31,2008-06-15,1,0,1,25.95
http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1a0,2008-05-31,2008-06-15,2,2,4,25.99
http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken when she encounters an old boyfriend.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1a2,2008-05-31,2008-06-15,4,3,3,24.95
http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,A woman finds an unexpected love.,"Little, Brown",SUNDAYS AT TIFFANY’S,5b4aa4ead3089013507db1a3,2008-05-31,2008-06-15,5,6,5,24.99
http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1a4,2008-05-31,2008-06-15,6,0,1,25.95
http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,A Massachusetts state investigator and his team from “At Risk” confront a rogue association of municipal police departments.,Putnam,THE FRONT,5b4aa4ead3089013507db1a5,2008-05-31,2008-06-15,7,4,2,22.95
http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,This continuation of the James Bond franchise finds Bond tracking a dangerous pharmaceutical executive amid cold war tensions with the help of a beautiful girl.,Doubleday,DEVIL MAY CARE,5b4aa4ead3089013507db1a6,2008-05-31,2008-06-15,8,0,1,24.95
http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,Putnam,PHANTOM PREY,5b4aa4ead3089013507db1a7,2008-05-31,2008-06-15,9,7,4,26.95
http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,An aging porn queen aims to cap her career by having sex on film with 600 men in one day.,Doubleday,SNUFF,5b4aa4ead3089013507db1a8,2008-05-31,2008-06-15,10,5,2,24.95
http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,Morrow,SHADOW OF POWER,5b4aa4ead3089013507db1a9,2008-05-31,2008-06-15,11,0,1,26.95
http://www.amazon.com/Where-Are-You-Now-Novel/dp/1416566384?tag=NYTBS-20,Elizabeth George,"In Cornwall, trying to recover from his wife’s death, Detective Thomas Lynley becomes involved in a murder investigation.",Harper,CARELESS IN RED,5b4aa4ead3089013507db1aa,2008-05-31,2008-06-15,12,9,4,27.95
http://www.amazon.com/The-Whole-Truth-David-Baldacci/dp/0446539686?tag=NYTBS-20,David Baldacci,An intelligence agent and a journalist team up against a warmongering defense contractor.,Grand Central,THE WHOLE TRUTH,5b4aa4ead3089013507db1ab,2008-05-31,2008-06-15,13,10,6,26.99
http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",Harper,THE ART OF RACING IN THE RAIN,5b4aa4ead3089013507db1ac,2008-05-31,2008-06-15,14,13,2,23.95
http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1b4,2008-06-07,2008-06-22,2,2,5,25.99
http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,Putnam,PLAGUE SHIP,5b4aa4ead3089013507db1b5,2008-06-07,2008-06-22,3,0,1,26.95
http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken when she encounters an old boyfriend.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1b6,2008-06-07,2008-06-22,4,4,4,24.95
http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,Berkley,BLOOD NOIR,5b4aa4ead3089013507db1b7,2008-06-07,2008-06-22,5,1,2,25.95
http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1b8,2008-06-07,2008-06-22,6,6,2,25.95
http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,A woman finds an unexpected love.,"Little, Brown",SUNDAYS AT TIFFANY’S,5b4aa4ead3089013507db1ba,2008-06-07,2008-06-22,8,5,6,24.99
http://www.amazon.com/Death-Honor-Bound-Book/dp/0515146382?tag=NYTBS-20,W E B Griffin and William E Butterworth IV,A Marine pilot spies in  Argentina in 1943; the fourth book in the Honor Bound series.,Putnam,DEATH AND HONOR,5b4aa4ead3089013507db1bb,2008-06-07,2008-06-22,9,0,1,26.95
http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,An aging porn queen aims to have sex on film with 600 men.,Doubleday,SNUFF,5b4aa4ead3089013507db1bc,2008-06-07,2008-06-22,10,10,3,24.95
http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,James Bond tracks a dangerous executive amid cold war tensions with the help of a beautiful girl.,Doubleday,DEVIL MAY CARE,5b4aa4ead3089013507db1bd,2008-06-07,2008-06-22,11,8,2,24.95
http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,Putnam,PHANTOM PREY,5b4aa4ead3089013507db1be,2008-06-07,2008-06-22,12,9,5,26.95
http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,Morrow,SHADOW OF POWER,5b4aa4ead3089013507db1bf,2008-06-07,2008-06-22,13,11,2,26.95
http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,A Massachusetts state investigator and his team from “At Risk” confront a rogue association of municipal police departments.,Putnam,THE FRONT,5b4aa4ead3089013507db1c0,2008-06-07,2008-06-22,14,7,3,22.95
http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",Harper,THE ART OF RACING IN THE RAIN,5b4aa4ead3089013507db1c1,2008-06-07,2008-06-22,15,14,3,23.95
http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,A sailing vacation turns into a disaster when someone attempts to destroy a family.,"Little, Brown",SAIL,5b4aa4ead3089013507db1c7,2008-06-14,2008-06-29,1,0,1,27.99
http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1c9,2008-06-14,2008-06-29,3,2,6,25.99
http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,Putnam,PLAGUE SHIP,5b4aa4ead3089013507db1ca,2008-06-14,2008-06-29,4,3,2,26.95
http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken when she encounters an old boyfriend.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1cb,2008-06-14,2008-06-29,5,4,5,24.95
http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1cc,2008-06-14,2008-06-29,6,6,3,25.95
http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,Detectives Lincoln Rhyme and Amelia Sachs come up against a criminal who uses identity theft to frame innocent people for murdering his victims.,Simon & Schuster,THE BROKEN WINDOW,5b4aa4ead3089013507db1cd,2008-06-14,2008-06-29,7,0,1,26.95
http://www.amazon.com/Married-Lovers-Jackie-Collins/dp/0312341814?tag=NYTBS-20,Jackie Collins,An affair between a beautiful personal trainer and a producer married to Hollywood royalty leads to ­murder.,St. Martin’s,MARRIED LOVERS,5b4aa4ead3089013507db1cf,2008-06-14,2008-06-29,9,0,1,26.95
http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,A woman finds an unexpected love.,"Little, Brown",SUNDAYS AT TIFFANY’S,5b4aa4ead3089013507db1d0,2008-06-14,2008-06-29,10,8,7,24.99
http://www.amazon.com/Death-Honor-Bound-Book/dp/0515146382?tag=NYTBS-20,W E B Griffin and William E Butterworth IV,A Marine pilot spies in Argentina in 1943; the fourth book in the Honor Bound series.,Putnam,DEATH AND HONOR,5b4aa4ead3089013507db1d1,2008-06-14,2008-06-29,11,9,2,26.95
http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,Berkley,BLOOD NOIR,5b4aa4ead3089013507db1d2,2008-06-14,2008-06-29,12,5,3,25.95
http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",Harper,THE ART OF RACING IN THE RAIN,5b4aa4ead3089013507db1d3,2008-06-14,2008-06-29,13,15,4,23.95
http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,A young mute who can communicate with dogs his family raises takes refuge with three of them in the Wisconsin woods after his uncle murders his father.,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db1d4,2008-06-14,2008-06-29,14,0,1,25.95
http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,James Bond tracks a dangerous executive amid cold war tensions with the help of a beautiful girl.,Doubleday,DEVIL MAY CARE,5b4aa4ead3089013507db1d5,2008-06-14,2008-06-29,15,11,3,24.95
http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.,St. Martin’s,FEARLESS FOURTEEN,5b4aa4ead3089013507db1db,2008-06-21,2008-07-06,1,0,1,27.95
http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,A sailing vacation turns into a disaster when someone attempts to destroy a family.,"Little, Brown",SAIL,5b4aa4ead3089013507db1dc,2008-06-21,2008-07-06,2,1,2,27.99
http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1dd,2008-06-21,2008-07-06,3,3,7,25.99
http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1de,2008-06-21,2008-07-06,4,6,4,25.95
http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1df,2008-06-21,2008-07-06,5,5,6,24.95
http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,Putnam,PLAGUE SHIP,5b4aa4ead3089013507db1e1,2008-06-21,2008-07-06,7,4,3,26.95
http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,Detectives Lincoln Rhyme and Amelia Sachs confront a criminal who frames innocent people.,Simon & Schuster,THE BROKEN WINDOW,5b4aa4ead3089013507db1e2,2008-06-21,2008-07-06,8,7,2,26.95
http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,A mute takes refuge with three dogs in the Wisconsin woods after his uncle murders his father.,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db1e3,2008-06-21,2008-07-06,9,14,2,25.95
http://www.amazon.com/Married-Lovers-Jackie-Collins/dp/0312341814?tag=NYTBS-20,Jackie Collins,An affair between a beautiful personal trainer and a producer married to Hollywood royalty leads to ­murder.,St. Martin’s,MARRIED LOVERS,5b4aa4ead3089013507db1e7,2008-06-21,2008-07-06,13,9,2,26.95
http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,A woman finds an unexpected love.,"Little, Brown",SUNDAYS AT TIFFANY’S,5b4aa4ead3089013507db1e8,2008-06-21,2008-07-06,14,10,8,24.99
http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",Harper,THE ART OF RACING IN THE RAIN,5b4aa4ead3089013507db1e9,2008-06-21,2008-07-06,15,13,5,23.95
http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,Berkley,BLOOD NOIR,5b4aa4ead3089013507db1ea,2008-06-21,2008-07-06,16,12,4,25.95
http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.,St. Martin’s,FEARLESS FOURTEEN,5b4aa4ead3089013507db1ef,2008-06-28,2008-07-13,1,1,2,27.95
http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,A sailing vacation turns into a disaster when someone attempts to destroy a family.,"Little, Brown",SAIL,5b4aa4ead3089013507db1f0,2008-06-28,2008-07-13,2,2,3,27.99
http://www.amazon.com/TailSpin-FBI-Thriller-Catherine-Coulter/dp/051514648X?tag=NYTBS-20,Catherine Coulter,Dillon Savich and Lacey Sherlock — F.B.I. agents as well as husband and wife — come to the aid of a colleague protecting a Washington psychiatrist who has been disclosing secrets about his powerful patients.,Putnam,TAILSPIN,5b4aa4ead3089013507db1f1,2008-06-28,2008-07-13,3,0,1,25.95
http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db1f3,2008-06-28,2008-07-13,5,3,8,25.99
http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,A mute takes refuge with three dogs in the Wisconsin woods after his uncle murders his father.,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db1f4,2008-06-28,2008-07-13,6,9,3,25.95
http://www.amazon.com/The-Last-Oracle-Sigma-Force/dp/0061230952?tag=NYTBS-20,James Rollins,Sigma Force operatives battle a group of rogue scientists.,Morrow,THE LAST ORACLE,5b4aa4ead3089013507db1f5,2008-06-28,2008-07-13,7,0,1,26.95
http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db1f6,2008-06-28,2008-07-13,8,4,5,25.95
http://www.amazon.com/The-Beach-House-A-Novel/dp/0452295386?tag=NYTBS-20,Jane Green,A woman’s life changes when she rents out rooms in her Nantucket house.,"Viking,",THE BEACH HOUSE,5b4aa4ead3089013507db1f7,2008-06-28,2008-07-13,9,11,2,24.95
http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken when she encounters an old boyfriend.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db1f8,2008-06-28,2008-07-13,10,5,7,24.95
http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,Detectives Lincoln Rhyme and Amelia Sachs confront a criminal who frames innocent people.,Simon & Schuster,THE BROKEN WINDOW,5b4aa4ead3089013507db1fa,2008-06-28,2008-07-13,12,8,3,26.95
http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,Putnam,PLAGUE SHIP,5b4aa4ead3089013507db1fb,2008-06-28,2008-07-13,13,7,4,26.95
http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.,St. Martin’s,FEARLESS FOURTEEN,5b4aa4ead3089013507db204,2008-07-05,2008-07-20,2,1,3,27.95
http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,A sailing vacation turns into a disaster when someone attempts to destroy a family.,"Little, Brown",SAIL,5b4aa4ead3089013507db205,2008-07-05,2008-07-20,3,2,4,27.99
http://www.amazon.com/TailSpin-FBI-Thriller-Catherine-Coulter/dp/051514648X?tag=NYTBS-20,Catherine Coulter,Dillon Savich and Lacey Sherlock — F.B.I. agents as well as husband and wife — come to the aid of a colleague.,Putnam,TAILSPIN,5b4aa4ead3089013507db206,2008-07-05,2008-07-20,4,3,2,25.95
http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,A mute takes refuge with three dogs in the Wisconsin woods after his uncle murders his father.,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db207,2008-07-05,2008-07-20,5,6,4,25.95
http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db208,2008-07-05,2008-07-20,6,5,9,25.99
http://www.amazon.com/Chasing-Darkness-Elvis-Novel-Novels/dp/0743281640?tag=NYTBS-20,Robert Crais,he Los Angeles private eye Elvis Cole responsible for the release of a serial killer?,Simon & Schuster,CHASING DARKNESS,5b4aa4ead3089013507db209,2008-07-05,2008-07-20,7,0,1,25.95
http://www.amazon.com/The-Beach-House-A-Novel/dp/0452295386?tag=NYTBS-20,Jane Green,A woman’s life changes when she rents out rooms in her Nantucket house.,Viking,THE BEACH HOUSE,5b4aa4ead3089013507db20c,2008-07-05,2008-07-20,10,9,3,24.95
http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,A woman’s happy marriage is shaken when she encounters an old boyfriend.,St. Martin’s,LOVE THE ONE YOU'RE WITH,5b4aa4ead3089013507db20d,2008-07-05,2008-07-20,11,10,8,24.95
http://www.amazon.com/The-Last-Oracle-Sigma-Force/dp/0061230952?tag=NYTBS-20,James Rollins,Sigma Force operatives battle a group of rogue scientists.,Morrow,THE LAST ORACLE,5b4aa4ead3089013507db20e,2008-07-05,2008-07-20,12,7,2,26.95
http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,"Three glamorous friends, New York women nearing 30, vow to change their lives.",Simon & Schuster,CHASING HARRY WINSTON,5b4aa4ead3089013507db20f,2008-07-05,2008-07-20,13,8,6,25.95
http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,Detectives Lincoln Rhyme and Amelia Sachs confront a criminal who frames innocent people.,Simon & Schuster,THE BROKEN WINDOW,5b4aa4ead3089013507db210,2008-07-05,2008-07-20,14,12,4,26.95
http://www.amazon.com/Tribute-Nora-Roberts/dp/0515146366?tag=NYTBS-20,Nora Roberts,"A former child star returns to Virginia to rehabilitate the farm owned by her grandmother, an actress who died mysteriously.",Putnam,TRIBUTE,5b4aa4ead3089013507db217,2008-07-12,2008-07-27,1,0,1,26.95
http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.,St. Martin’s,FEARLESS FOURTEEN,5b4aa4ead3089013507db218,2008-07-12,2008-07-27,2,2,4,27.95
http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,A mute takes refuge with three dogs in the Wisconsin woods after his father’s murder.,Ecco,THE STORY OF EDGAR SAWTELLE,5b4aa4ead3089013507db21a,2008-07-12,2008-07-27,4,5,5,25.95
http://www.amazon.com/Swan-Peak-Dave-Robicheaux-No/dp/1416548548?tag=NYTBS-20,James Lee Burke,The Louisiana detective Dave Robicheaux can’t escape trouble on his Montana vacation.,Simon & Schuster,SWAN PEAK,5b4aa4ead3089013507db21b,2008-07-12,2008-07-27,5,0,1,25.95
http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,A sailing vacation turns into a disaster.,"Little, Brown",SAIL,5b4aa4ead3089013507db21c,2008-07-12,2008-07-27,6,3,5,27.99
http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.","Little, Brown",THE HOST,5b4aa4ead3089013507db21d,2008-07-12,2008-07-27,7,6,10,25.99
