state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Tennessee,Asian,Landscape Architects,62925,0,NA,0
Texas,Asian,Landscape Architects,712575,135,1.894537417113988e-4,0.788633188250566
Utah,Asian,Landscape Architects,40990,0,NA,0
Vermont,Asian,Landscape Architects,6080,0,NA,0
Virginia,Asian,Landscape Architects,304945,30,9.837839610421552e-5,0.40951668451516554
Washington,Asian,Landscape Architects,355135,30,8.447491798893379e-5,0.35164110932315074
West Virginia,Asian,Landscape Architects,7825,0,NA,0
Wisconsin,Asian,Landscape Architects,85760,0,NA,0
Wyoming,Asian,Landscape Architects,2835,0,NA,0
Puerto Rico,Asian,Landscape Architects,1335,0,NA,0
Alabama,Other,Landscape Architects,43075,0,NA,0
Alaska,Other,Landscape Architects,71330,4,5.6077386793775406e-5,0.4017039878668927
Arizona,Other,Landscape Architects,182520,0,NA,0
Arkansas,Other,Landscape Architects,37895,0,NA,0
California,Other,Landscape Architects,688910,165,2.3950878924678117e-4,1.7156939948614478
Colorado,Other,Landscape Architects,87510,0,NA,0
Connecticut,Other,Landscape Architects,41230,0,NA,0
Delaware,Other,Landscape Architects,10885,0,NA,0
District of Columbia,Other,Landscape Architects,11085,0,NA,0
Florida,Other,Landscape Architects,214840,0,NA,0
Georgia,Other,Landscape Architects,102865,0,NA,0
Hawaii,Other,Landscape Architects,198250,0,NA,0
Idaho,Other,Landscape Architects,25710,0,NA,0
Illinois,Other,Landscape Architects,112345,0,NA,0
Indiana,Other,Landscape Architects,61485,0,NA,0
Iowa,Other,Landscape Architects,27340,0,NA,0
Kansas,Other,Landscape Architects,43715,0,NA,0
Kentucky,Other,Landscape Architects,36080,0,NA,0
Louisiana,Other,Landscape Architects,42460,0,NA,0
Maine,Other,Landscape Architects,14700,0,NA,0
Maryland,Other,Landscape Architects,85910,40,4.6560353858689327e-4,3.3352980391741887
Massachusetts,Other,Landscape Architects,97815,0,NA,0
Michigan,Other,Landscape Architects,120390,0,NA,0
Minnesota,Other,Landscape Architects,83065,0,NA,0
Mississippi,Other,Landscape Architects,17430,0,NA,0
Missouri,Other,Landscape Architects,70070,0,NA,0
Montana,Other,Landscape Architects,37130,0,NA,0
Nebraska,Other,Landscape Architects,24240,0,NA,0
Nevada,Other,Landscape Architects,69460,0,NA,0
New Hampshire,Other,Landscape Architects,12270,0,NA,0
New Jersey,Other,Landscape Architects,85410,0,NA,0
New Mexico,Other,Landscape Architects,91840,0,NA,0
New York,Other,Landscape Architects,234265,155,6.616438648539048e-4,4.739610639078123
North Carolina,Other,Landscape Architects,145630,0,NA,0
North Dakota,Other,Landscape Architects,23305,0,NA,0
Ohio,Other,Landscape Architects,121180,0,NA,0
Oklahoma,Other,Landscape Architects,242885,0,NA,0
Oregon,Other,Landscape Architects,93460,0,NA,0
Pennsylvania,Other,Landscape Architects,104810,30,2.8623222974906974e-4,2.0503920514177167
Rhode Island,Other,Landscape Architects,16140,0,NA,0
South Carolina,Other,Landscape Architects,46335,0,NA,0
South Dakota,Other,Landscape Architects,32695,0,NA,0
Tennessee,Other,Landscape Architects,60575,0,NA,0
Texas,Other,Landscape Architects,261190,0,NA,0
Utah,Other,Landscape Architects,57995,0,NA,0
Vermont,Other,Landscape Architects,5900,0,NA,0
Virginia,Other,Landscape Architects,128845,20,1.5522527067406573e-4,1.111938587238366
Washington,Other,Landscape Architects,214925,0,NA,0
West Virginia,Other,Landscape Architects,10700,0,NA,0
Wisconsin,Other,Landscape Architects,66920,0,NA,0
Wyoming,Other,Landscape Architects,10830,0,NA,0
Puerto Rico,Other,Landscape Architects,2275,0,NA,0
Alabama,Hispanic,"Fine Artists, Art Directors, And Animators",88165,45,5.104066239437419e-4,0.6078628168964766
Alaska,Hispanic,"Fine Artists, Art Directors, And Animators",26875,0,NA,0
Arizona,Hispanic,"Fine Artists, Art Directors, And Animators",1033370,890,8.612597617503894e-4,1.0257072700429617
Arkansas,Hispanic,"Fine Artists, Art Directors, And Animators",101405,0,NA,0
California,Hispanic,"Fine Artists, Art Directors, And Animators",7470730,6015,8.051422016322366e-4,0.9588747162112592
Colorado,Hispanic,"Fine Artists, Art Directors, And Animators",594525,360,6.055254194525041e-4,0.7211434372203401
Connecticut,Hispanic,"Fine Artists, Art Directors, And Animators",288845,110,3.808270871920927e-4,0.45354157863864425
Delaware,Hispanic,"Fine Artists, Art Directors, And Animators",41365,0,NA,0
District of Columbia,Hispanic,"Fine Artists, Art Directors, And Animators",44885,35,7.797705246741673e-4,0.9286586133990444
Florida,Hispanic,"Fine Artists, Art Directors, And Animators",2752995,3330,0.00120959173554619,1.4405491723102153
Georgia,Hispanic,"Fine Artists, Art Directors, And Animators",467240,565,0.00120922866192962,1.4401167740203933
Hawaii,Hispanic,"Fine Artists, Art Directors, And Animators",69470,65,9.356556787102348e-4,1.1143082198100094
Idaho,Hispanic,"Fine Artists, Art Directors, And Animators",101285,0,NA,0
Illinois,Hispanic,"Fine Artists, Art Directors, And Animators",1100445,765,6.951733162493355e-4,0.8279085545197838
Indiana,Hispanic,"Fine Artists, Art Directors, And Animators",212120,245,0.00115500660003771,1.375541641697684
Iowa,Hispanic,"Fine Artists, Art Directors, And Animators",90730,55,6.061942025790808e-4,0.7219399166862074
Kansas,Hispanic,"Fine Artists, Art Directors, And Animators",167495,85,5.074778351592585e-4,0.6043748100464182
Kentucky,Hispanic,"Fine Artists, Art Directors, And Animators",76325,30,3.930560104814936e-4,0.46810547222777904
Louisiana,Hispanic,"Fine Artists, Art Directors, And Animators",113925,340,0.00298441957428132,3.5542596904533625
Maine,Hispanic,"Fine Artists, Art Directors, And Animators",10935,0,NA,0
Maryland,Hispanic,"Fine Artists, Art Directors, And Animators",321570,210,6.53045993096371e-4,0.7777375102605859
Massachusetts,Hispanic,"Fine Artists, Art Directors, And Animators",401715,340,8.46371183550527e-4,1.007975891452645
Michigan,Hispanic,"Fine Artists, Art Directors, And Animators",236520,175,7.398951462878403e-4,0.8811694964995793
Minnesota,Hispanic,"Fine Artists, Art Directors, And Animators",149745,80,5.34241543958062e-4,0.6362487369467692
Mississippi,Hispanic,"Fine Artists, Art Directors, And Animators",38780,0,NA,0
Missouri,Hispanic,"Fine Artists, Art Directors, And Animators",121550,60,4.936240230357877e-4,0.5878757740482967
Montana,Hispanic,"Fine Artists, Art Directors, And Animators",19215,0,NA,0
Nebraska,Hispanic,"Fine Artists, Art Directors, And Animators",99485,20,2.010353319595919e-4,0.23942068430942848
Nevada,Hispanic,"Fine Artists, Art Directors, And Animators",430565,410,9.522371767328976e-4,1.134055761522027
New Hampshire,Hispanic,"Fine Artists, Art Directors, And Animators",25860,0,NA,0
New Jersey,Hispanic,"Fine Artists, Art Directors, And Animators",928940,525,5.651602902232652e-4,0.6730710572655302
New Mexico,Hispanic,"Fine Artists, Art Directors, And Animators",459615,430,9.355656364565996e-4,1.114200985038032
New York,Hispanic,"Fine Artists, Art Directors, And Animators",1819490,2925,0.00160759333659432,1.9145445379524264
North Carolina,Hispanic,"Fine Artists, Art Directors, And Animators",451040,320,7.09471443774388e-4,0.8449367427642244
North Dakota,Hispanic,"Fine Artists, Art Directors, And Animators",14510,0,NA,0
Ohio,Hispanic,"Fine Artists, Art Directors, And Animators",204545,220,0.00107555794568432,1.2809231932521372
Oklahoma,Hispanic,"Fine Artists, Art Directors, And Animators",187725,85,4.527899853509122e-4,0.5392449530362223
Oregon,Hispanic,"Fine Artists, Art Directors, And Animators",266060,275,0.00103360144328347,1.2309555859757122
Pennsylvania,Hispanic,"Fine Artists, Art Directors, And Animators",423215,345,8.15188497572156e-4,0.9708392352103072
Rhode Island,Hispanic,"Fine Artists, Art Directors, And Animators",78695,0,NA,0
South Carolina,Hispanic,"Fine Artists, Art Directors, And Animators",134610,15,1.1143302874972142e-4,0.13270986616070587
South Dakota,Hispanic,"Fine Artists, Art Directors, And Animators",15565,0,NA,0
Tennessee,Hispanic,"Fine Artists, Art Directors, And Animators",167595,95,5.668426862376561e-4,0.6750746871803249
Texas,Hispanic,"Fine Artists, Art Directors, And Animators",5220455,3130,5.995645973387377e-4,0.714044465633537
Utah,Hispanic,"Fine Artists, Art Directors, And Animators",213410,195,9.13734126798182e-4,1.0882010031891851
Vermont,Hispanic,"Fine Artists, Art Directors, And Animators",6470,0,NA,0
Virginia,Hispanic,"Fine Artists, Art Directors, And Animators",427525,370,8.654464651189987e-4,1.0306933755983498
Washington,Hispanic,"Fine Artists, Art Directors, And Animators",448570,365,8.136968589071941e-4,0.9690627855363791
West Virginia,Hispanic,"Fine Artists, Art Directors, And Animators",12005,0,NA,0
Wisconsin,Hispanic,"Fine Artists, Art Directors, And Animators",186120,90,4.8355899419729207e-4,0.5758889453221345
Wyoming,Hispanic,"Fine Artists, Art Directors, And Animators",27680,0,NA,0
Puerto Rico,Hispanic,"Fine Artists, Art Directors, And Animators",1208905,1160,9.595460354618436e-4,0
Alabama,White,"Fine Artists, Art Directors, And Animators",1496830,1310,8.751828865001369e-4,0.5114433645395448
Alaska,White,"Fine Artists, Art Directors, And Animators",253950,465,0.00183106910809214,1.0700485119082856
Arizona,White,"Fine Artists, Art Directors, And Animators",1857110,2945,0.00158579728718277,0.9267154471882072
Arkansas,White,"Fine Artists, Art Directors, And Animators",1014735,895,8.820036758365484e-4,0.5154293285030086
California,White,"Fine Artists, Art Directors, And Animators",7686845,30250,0.00393529464949533,2.299725425437749
Colorado,White,"Fine Artists, Art Directors, And Animators",2172170,4065,0.001871400488912,1.0936175480734307
Connecticut,White,"Fine Artists, Art Directors, And Animators",1329540,2355,0.00177128931811002,1.0351141257456529
Delaware,White,"Fine Artists, Art Directors, And Animators",307920,310,0.00100675500129903,0.5883320767279577
District of Columbia,White,"Fine Artists, Art Directors, And Animators",183365,605,0.00329943009843754,1.92813600064342
Florida,White,"Fine Artists, Art Directors, And Animators",5285390,10005,0.00189295397312213,1.106213071422909
Georgia,White,"Fine Artists, Art Directors, And Animators",2773560,4425,0.00159542248950806,0.932340266797408
Hawaii,White,"Fine Artists, Art Directors, And Animators",177700,760,0.00427687113111986,2.4993374467699327
Idaho,White,"Fine Artists, Art Directors, And Animators",688065,870,0.00126441542586819,0.7389048501254374
Illinois,White,"Fine Artists, Art Directors, And Animators",4224420,5520,0.00130668825542914,0.763608438955561
Indiana,White,"Fine Artists, Art Directors, And Animators",2724985,2355,8.642249406877469e-4,0.5050397102163408
Iowa,White,"Fine Artists, Art Directors, And Animators",1463250,1075,7.346659832564497e-4,0.42932745610693873
Kansas,White,"Fine Artists, Art Directors, And Animators",1178420,1240,0.00105225641112676,0.6149223980111429
Kentucky,White,"Fine Artists, Art Directors, And Animators",1787115,1635,9.148823662718964e-4,0.5346431274898169
Louisiana,White,"Fine Artists, Art Directors, And Animators",1337315,1920,0.00143571260323857,0.8390082754572378
Maine,White,"Fine Artists, Art Directors, And Animators",658985,1390,0.00210930446064781,1.2326449555087584
Maryland,White,"Fine Artists, Art Directors, And Animators",1690500,2455,0.00145223306713989,0.8486625794567528
Massachusetts,White,"Fine Artists, Art Directors, And Animators",2791055,5020,0.00179860303720277,1.0510758414125925
Michigan,White,"Fine Artists, Art Directors, And Animators",3807850,4730,0.00124217077878592,0.7259054218662246
Minnesota,White,"Fine Artists, Art Directors, And Animators",2524705,3840,0.00152096977666697,0.8888312510911934
Mississippi,White,"Fine Artists, Art Directors, And Animators",787155,570,7.241267602949863e-4,0.4231684969520143
Missouri,White,"Fine Artists, Art Directors, And Animators",2479115,2695,0.00108708147867283,0.6352736297260425
Montana,White,"Fine Artists, Art Directors, And Animators",472695,930,0.00196744200806016,1.149742728817141
Nebraska,White,"Fine Artists, Art Directors, And Animators",845465,850,0.0010053639121666699,0.587519145719818
Nevada,White,"Fine Artists, Art Directors, And Animators",749805,1250,0.00166710011269596,0.9742275629624604
New Hampshire,White,"Fine Artists, Art Directors, And Animators",690940,810,0.00117231597533794,0.6850833534097024
New Jersey,White,"Fine Artists, Art Directors, And Animators",2640925,4140,0.00156763255298806,0.9161002570196004
New Mexico,White,"Fine Artists, Art Directors, And Animators",374900,1520,0.00405441451053614,2.369337232814175
New York,White,"Fine Artists, Art Directors, And Animators",5774960,17035,0.00294980398132627,1.723819896633022
North Carolina,White,"Fine Artists, Art Directors, And Animators",3309215,5050,0.0015260416745361,0.8917951898870737
North Dakota,White,"Fine Artists, Art Directors, And Animators",363175,145,3.9925655675638466e-4,0.23331936655953697
Ohio,White,"Fine Artists, Art Directors, And Animators",4775955,5760,0.00120604151421024,0.7047920375462683
Oklahoma,White,"Fine Artists, Art Directors, And Animators",1276415,1395,0.00109290473709569,0.6386766520272227
Oregon,White,"Fine Artists, Art Directors, And Animators",1600140,3895,0.00243416201082405,1.4224866914716603
Pennsylvania,White,"Fine Artists, Art Directors, And Animators",5161830,6280,0.00121662278687984,0.7109755699013078
Rhode Island,White,"Fine Artists, Art Directors, And Animators",423445,670,0.00158225979761244,0.9246481929082366
South Carolina,White,"Fine Artists, Art Directors, And Animators",1586190,1745,0.00110012041432615,0.6428933823782185
South Dakota,White,"Fine Artists, Art Directors, And Animators",398225,330,8.286772553204847e-4,0.4842661918052002
Tennessee,White,"Fine Artists, Art Directors, And Animators",2455855,3055,0.00124396595075849,0.7269544926464442
Texas,White,"Fine Artists, Art Directors, And Animators",6162190,10455,0.00169663707220971,0.991488506000768
Utah,White,"Fine Artists, Art Directors, And Animators",1227970,2560,0.00208474148391247,1.2182907311992917
Vermont,White,"Fine Artists, Art Directors, And Animators",319270,805,0.00252137689103266,1.4734537207176106
Virginia,White,"Fine Artists, Art Directors, And Animators",2778485,3335,0.00120029440504447,0.7014335156950555
